timestamp,utc,id,price,size
1592277669773,2020-06-16 03:21:09.773000,459384335,44.03,4.7401
1592277615579,2020-06-16 03:20:15.579000,459384333,43.982,-1.0
1592277591631,2020-06-16 03:19:51.631000,459384332,43.977,-1.0
1592277497740,2020-06-16 03:18:17.740000,459384329,43.947,-0.1
1592277472275,2020-06-16 03:17:52.275000,459384325,43.962,-0.23195134
1592277463828,2020-06-16 03:17:43.828000,459384324,43.952,-0.25
1592277380404,2020-06-16 03:16:20.404000,459384315,44.085,-8.31e-06
1592277380045,2020-06-16 03:16:20.045000,459384314,44.085,-7.70123
1592277309458,2020-06-16 03:15:09.458000,459384309,44.101,-5.42844472
1592277302943,2020-06-16 03:15:02.943000,459384308,44.101,-2.27
1592277300156,2020-06-16 03:15:00.156000,459384307,44.114,0.19395849
1592277224214,2020-06-16 03:13:44.214000,459384306,44.116,10.26341675
1592277206277,2020-06-16 03:13:26.277000,459384305,44.109,0.5
1592277133019,2020-06-16 03:12:13.019000,459384304,44.042,-0.1
1592277090496,2020-06-16 03:11:30.496000,459384299,44.014,-2.45
1592277083485,2020-06-16 03:11:23.485000,459384298,44.006,-2.27
1592277083179,2020-06-16 03:11:23.179000,459384297,44.071,-7.13145231
1592277082843,2020-06-16 03:11:22.843000,459384296,44.071,-0.48184669
1592277082843,2020-06-16 03:11:22.843000,459384295,44.072,-7.70342222
1592277030798,2020-06-16 03:10:30.798000,459384285,44.071,-2.27
1592277025593,2020-06-16 03:10:25.593000,459384284,44.136,-60.0
1592277025451,2020-06-16 03:10:25.451000,459384283,44.137,-0.00060219
1592277022720,2020-06-16 03:10:22.720000,459384282,44.137,-7.692
1592277015438,2020-06-16 03:10:15.438000,459384279,44.146,0.1
1592277004338,2020-06-16 03:10:04.338000,459384278,44.1,4.5670827
1592277001712,2020-06-16 03:10:01.712000,459384277,44.1,0.1
1592276972639,2020-06-16 03:09:32.639000,459384262,44.1,0.1
1592276971938,2020-06-16 03:09:31.938000,459384259,44.1,5.12074577
1592276964043,2020-06-16 03:09:24.043000,459384256,44.1,5.9582944
1592276963638,2020-06-16 03:09:23.638000,459384255,44.1,4.15387713
1592276963638,2020-06-16 03:09:23.638000,459384254,44.1,4.22
1592276960881,2020-06-16 03:09:20.881000,459384234,44.1,5.73
1592276960881,2020-06-16 03:09:20.881000,459384233,44.1,0.05
1592276960881,2020-06-16 03:09:20.881000,459384232,44.072,0.1
1592276960788,2020-06-16 03:09:20.788000,459384231,44.029,7.0
1592276960626,2020-06-16 03:09:20.626000,459384230,44.029,10.0
1592276960558,2020-06-16 03:09:20.558000,459384229,44.026,0.00047652
1592276959561,2020-06-16 03:09:19.561000,459384228,44.026,12.066
1592276958112,2020-06-16 03:09:18.112000,459384227,44.025,11.50686867
1592276957800,2020-06-16 03:09:17.800000,459384226,44.025,13.50707374
1592276957419,2020-06-16 03:09:17.419000,459384225,44.024,8.48386677
1592276937133,2020-06-16 03:08:57.133000,459384219,44.024,0.15
1592276935923,2020-06-16 03:08:55.923000,459384218,43.992,11.606
1592276935824,2020-06-16 03:08:55.824000,459384217,43.979,0.00088017
1592276932867,2020-06-16 03:08:52.867000,459384205,43.979,9.823
1592276840814,2020-06-16 03:07:20.814000,459384184,43.959,85.71932091
1592276840814,2020-06-16 03:07:20.814000,459384183,43.956,16.79
1592276840814,2020-06-16 03:07:20.814000,459384182,43.954,23.2649249
1592276840814,2020-06-16 03:07:20.814000,459384181,43.914,51.29347097
1592276840814,2020-06-16 03:07:20.814000,459384180,43.914,1.25
